,INVOICE_UPDATE_DATETIME,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION,GTIN,PRODUCT_DESCRIPTION,new_invoice_description
3873,2021-08-10 01:45:37.000000,00855417003188,00850598008434,KAR IPA 2/12 CAN 24/12,00850598008434,IPA VARIETY PACK 12,NEED TO INSPECT
3962,2021-08-10 01:27:44.000000,087692831341,00870661008024,750ML  OYSTER BAY SAUV BLANC     20,00087692831341,TWISTED TEA WRAP 12X12OZ CAN TWISTED TEA ORIGINAL,NEED TO INSPECT
3989,2021-08-10 01:07:56.000000,00833050004823,00833050004823,JOOSE SC/DRIVER 12/23.5 CAN,00833050004823,JOOSE MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,NEED TO INSPECT
4029,2021-08-10 01:37:44.000000,00018200533600,00018200007699,BLT           2/12 NR,00018200007699,BUD LIGHT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
4030,2021-08-10 01:37:44.000000,00018200533600,00018200007699,BLT           2/12 NR,00018200533600,BUD LIGHT BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
4074,2021-08-10 01:31:53.000000,00072890001573,00072890001597,HEIN LT 2/12LN,00072890001573,HEINEKEN PREMIUM LIGHT LAGER BEER 12 CT 12 OZ GLASS BOTTLE IN BOX 144 OZ,NEED TO INSPECT
4075,2021-08-10 01:31:53.000000,00072890001573,00072890001597,HEIN LT 2/12LN,00072890001597,HEINEKEN PREMIUM LIGHT LAGER BEER 12 CT 12 OZ GLASS BOTTLE IN BOX 144 OZ,NEED TO INSPECT
4101,2021-08-10 01:28:24.000000,00083820123654,00083820123609,GUIN PUB      6/4 14.9 CAN,00083820123654,GUINNESS DRAUGHT BEER 24 CT 15 OZ CAN IN BOX 357.6 OZ,NEED TO INSPECT
4102,2021-08-10 01:28:24.000000,00083820123654,00083820123609,GUIN PUB      6/4 14.9 CAN,00083820123609,GUINNESS DRAUGHT BEER 4 CT 7 OZ CAN IN CARDBOARD SLEEVE 29.8 OZ,NEED TO INSPECT
4106,2021-08-10 01:00:55.000000,,82000771586,CROWN ROYAL REGAL APPLE,00082000771586,C RYL APPLE CANDN BTL CAN 1.0 LTR,NEED TO INSPECT
4109,2021-08-10 01:31:52.000000,00866419000044,00866419000044,CPRTL FRE DIVE C24 12OZ 6P,00866419000044,FREE DIVE IPA 6PK CASE GULF COAST,NEED TO INSPECT
4128,2021-08-10 01:02:55.000000,,00864451000305,WW RASP BURST 24/12 4/6 CN,00864451000305,WICKED WEED BREWING BURST 6PACK WRAP 12OZ CAN,NEED TO INSPECT
4163,2021-08-10 01:35:50.000000,00859515003071,00859515003071,CIG V MIXED PK C24 12OZ 12P,00859515003071,MIXED CASE 12 PACK (JAI ALAI GUAYABERA FLORIDA CRACKER SPACE POPE),NEED TO INSPECT
4193,2021-08-10 01:32:16.000000,071670071065,071670071065,SAR12 BEERS OF IRISH ROOTS 2/12PK BTL 12OZ,00071670071065,SARANAC VARIETY 2/12/12OZ BOTTLE,NEED TO INSPECT
4234,2021-08-10 01:01:47.000000,085246139417,085246139417,MAKERS MARK BOURBON 90 1.75LT,00085246139417,MMK BBN 175X6 45% TRAYPACK PD,NEED TO INSPECT
4266,2021-08-10 01:11:42.000000,00611269122114,00611269101713,SF RED BULL 1/24 8.4OZ CAN,00611269101713,RED BULL - BEVERAGE SUGARFREE 8.4OZ EACH,NEED TO INSPECT
4267,2021-08-10 01:11:42.000000,00611269122114,00611269101713,SF RED BULL 1/24 8.4OZ CAN,00611269122114,RED BULL - BEVERAGE SUGARFREE 8.4OZ TRAY,NEED TO INSPECT
4445,2021-08-10 01:21:06.000000,00754527010706,00754527010706,NB V VD HOPPY C24 12OZ 12P,00754527010706,NEW BELGIUM VOODOO RANGER HOPPY PACK VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
4490,2021-08-10 01:32:54.000000,642860900245,001820020269,BL SELTZ LEM VP 2/12CN,00642860900245,FOUNDERS ALL DAY IPA BEER 15 CT 12 OZ CAN IN BOX 180 OZ,NEED TO INSPECT
4527,2021-08-10 01:02:37.000000,034100173067,034100173067,MGD FLAT,00034100173067,MILLER GENUINE DRAFT BEER 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
4618,2021-08-10 01:19:51.000000,858770002447,858770002447,OMB COPPER 4/6/12 BTL,00858770002447,THE OLDE MECKLENBURG BREWERY COPPER ALTBIER - 6-12OZ PACK,NEED TO INSPECT
4734,2021-08-10 01:09:52.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800071,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
4735,2021-08-10 01:09:52.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800064,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
4741,2021-08-10 01:23:33.000000,00852587005035,00852587005035,JACK SARKA 4/6/12 CAN,00852587005035,ROMPO RED RYE ALE,NEED TO INSPECT
4773,2021-08-10 01:26:49.000000,08500001681,08500001681,CAMARENA TEQUILA   SILVER  LT,00085000016817,FAMILIA CMR SLV IM TEQ WHITE 1.0 LTR,NEED TO INSPECT
4851,2021-08-10 01:14:25.000000,080432103463,00012354081840,750    LINDEMANS 19 BIN 65 CHARDONNA,00080432103463,SEAGRAMS ESCAPES JAMAICAN ME HAPPY MALT BEVERAGE 4 CT 11 OZ LONG NECK BOTTLE CARTON 44.8 OZ,NEED TO INSPECT
4862,2021-08-10 01:00:33.000000,080686507208,,OLD CROW 3YR BBN 80,00080686507208,CRO BBN 3YR 1000X12 40% US GLS 7D,NEED TO INSPECT
4863,2021-08-10 01:13:14.000000,814891020487,814891020487,OLD NATION BOSS TWEED 6/4C/16OZ,00814891020487,BOSS TWEED DOUBLE IPA OLD NATION,NEED TO INSPECT
4879,2021-08-10 01:09:37.000000,00635985200246,00635985200253,MIK WHT BL CHE 4-6-12 CAN,00635985200253,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
4888,2021-08-10 01:01:37.000000,85606500209,85606500209,DEEP EDDY VODKA   RUBY RED  LT,00856065002097,DE SPIRITS LLC 1L BOTTLE - RR,NEED TO INSPECT
4927,2021-08-10 01:31:42.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
4975,2021-08-10 01:08:32.000000,083120000075,083120000068,OAK LEAF WH ZIN,00083120000075,FRANZIA ZINFANDEL 5 LTR+,NEED TO INSPECT
5067,2021-08-10 01:54:49.000000,00016571953393,00016571953393,TR ICE P12PACK 17PINK VARIETY,00016571953393,SPARKLING ICE VARIETY PINK PACK 12/17OZ PLASTIC BOTTLES,NEED TO INSPECT
5192,2021-08-10 01:40:34.000000,00859528003662,00859528003655,SS BARHOPPER 4/6 LNNR 12OZ,00859528003662,BARHOPPER CASE BOX-SOUTH STREET BOX,NEED TO INSPECT
5208,2021-08-10 01:43:30.000000,00630832424646,00630832123044,RA AXIS IPA 4/6/12 CN,00630832424646,REAL ALE RABC TRAY,NEED TO INSPECT
5212,2021-08-10 01:41:03.000000,00630832424646,00630832787864,RA SAMPLER 2/12/12 CN,00630832424646,REAL ALE RABC TRAY,NEED TO INSPECT
5220,2021-08-10 01:53:28.000000,00018200261268,00018200261268,BL PLAT  WILD 6/4/16 CAN,00018200261268,BUD LIGHT PLATINUM SELTZER WILD BERRY MALT BEVERAGE 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
5259,2021-08-10 01:43:48.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800071,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
5260,2021-08-10 01:43:48.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800064,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
5280,2021-08-10 01:44:21.000000,08068640720,08068640720,GRAND DAD BOURBON  LT,00080686407201,OGD BBN ST 4YR 1000X12 43% US GLS REFUN,NEED TO INSPECT
5282,2021-08-10 01:56:09.000000,00602755003123,00602755003116,FSW           MIX CAN 2/12%,00602755003123,FIRESTONE WALKER MIXED 2/12/12OZ CANS,NEED TO INSPECT
5283,2021-08-10 01:56:09.000000,00602755003123,00602755003116,FSW           MIX CAN 2/12%,00602755003116,FIRESTONE WALKER VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
5288,2021-08-10 01:53:24.000000,850598008564,850598008564,KAR CRAWFORD BOCK 4/6 CN 12OZ,00850598008564,ASTROS BEER PROJECT 6PK,NEED TO INSPECT
5294,2021-08-10 01:52:07.000000,00866419000082,00866419000082,CT UNHOLY 4/6/12 CAN,00866419000082,UNHOLY TRIPPEL - 6PK CASE BELGO-AMERICAN STYLE,NEED TO INSPECT
5438,2021-08-10 01:52:05.000000,018200169847,018200169847,AB-MULTRA PEAR 12PK CAN,00018200169847,MICHELOB ULTRA LIME CACTUS BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
5681,2021-08-10 01:05:37.000000,00704361121113,00704361990245,GL IRISH ALE 4/6 PK NR,00704361990245,GREAT LAKES SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
5719,2021-08-10 01:22:28.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603843,CHATEAU STE MICHELLE CHARDONNAY 12/750ML,NEED TO INSPECT
5720,2021-08-10 01:22:28.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603846,CHATEAU STE MICHELLE CHARDONNAY COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
5767,2021-08-10 01:27:08.000000,00071439340302,00071439340302,R ROCK        30/12 DSTK,00071439340302,ROLLING ROCK EXTRA PALE BEER 30 CT 12 OZ CAN IN BOX 360 OZ,NEED TO INSPECT
5816,2021-08-10 01:44:22.000000,00635985260479,00635985260448,MIK WHT R GRAP 12-19.2 CAN,00635985260448,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
5854,2021-08-10 01:56:32.000000,754527009946,754527009946,NB VDR CAPTAIN DYNAMITE 4/6/12 CN,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
5869,2021-08-10 01:49:56.000000,00855721004321,00855721004321,MNB DUST BNY 4/6/12C,00855721004321,CLIP-ON SERIES 12OZ 6-PACK,NEED TO INSPECT
5946,2021-08-10 01:56:15.000000,85606500209,85606500209,DEEP EDDY VODKA   RUBY RED  LT,00856065002097,DE SPIRITS LLC 1L BOTTLE - RR,NEED TO INSPECT
5966,2021-08-10 01:42:12.000000,083820104011,00083120000976,750    OAK LEAF NV SWEET RED,00083820104011,GUINNESS DRAUGHT BEER 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
5984,2021-08-10 01:47:26.000000,754527000233,754527000226,NB FAT TIRE 4/6/12 BTLS,00754527000233,FAT TIRE AMBER ALE 6PK BTL,NEED TO INSPECT
6064,2021-08-10 01:07:18.000000,631030000304,00000090611490,JOSEPHBRAU B 4/6 DRIVE TH,00631030000304,GORDON BIERSCH DRIVETHRU RED DRY HOPPED RED ALE 4/6/12OZ BOTTLE,NEED TO INSPECT
6094,2021-08-10 01:32:37.000000,034100175092,034100175092,MGD 2/12 LNNR,00034100175092,MILLER GENUINE DRAFT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
6097,2021-08-10 01:19:07.000000,00611269991246,00611269991000,RB RED BUL C 24/8.4 OZ,00611269991000,RED BULL - BEVERAGE ENERGY DRINK 8.4OZ EACH,NEED TO INSPECT
6098,2021-08-10 01:19:07.000000,00611269991246,00611269991000,RB RED BUL C 24/8.4 OZ,00611269991246,RED BULL - BEVERAGE ENERGY DRINK 8.4OZ TRAY,NEED TO INSPECT
6162,2021-08-10 01:05:22.000000,083783160000,083783160000,SN SAMPLER PK 2/12/12 BTL,00083783160000,SIERRA NEVADA VARIETY PACK BEER 12 CT 12 OZ GLASS BOTTLE IN BOX 144 OZ,NEED TO INSPECT
6164,2021-08-10 01:28:17.000000,723830100091,723830100091,LAG IPA 2/12/12 BTL,00723830100091,LAGUNITAS INDIA PALE ALE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
6232,2021-08-10 01:02:50.000000,00018200960277,00018200209949,PLAT          2/12 CN,00018200209949,BUD LIGHT PLATINUM LAGER BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
6233,2021-08-10 01:02:50.000000,00018200960277,00018200209949,PLAT          2/12 CN,00018200960277,BUD LIGHT PLATINUM LAGER BEER 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
6329,2021-08-10 01:29:13.000000,736920111334,073692011132,GS IPA 4/6 LNNR,00736920111334,GOOSE ISLAND IPA BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
6358,2021-08-10 01:21:53.000000,,00855623002005,IRON HORSE B 12/22 IRISH,00855623002005,QUILTER'S IRISH DEATH 22 OUNCE BOTTLE,NEED TO INSPECT
6466,2021-08-10 01:46:37.000000,00857845003044,00857845003044,STA STOUT@THE DEVIL 4/6/12 CANS,00857845003044,LILY FLAGG MILK STOUT 6 PACK,NEED TO INSPECT
6473,2021-08-10 01:43:47.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800071,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
6474,2021-08-10 01:43:47.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800064,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
6545,2021-08-10 01:05:47.000000,00078000052459,00078000052459,A&W 1L P 15/1L ROOTBE,00078000052459,A&W ROOT BEER SODA 15/1L PET,NEED TO INSPECT
6668,2021-08-10 01:01:31.000000,085246139431,085246139431,MAKERS MARK BOURBON 90 750ML,00085246139431,MMK BBN 750X6 45%  W/FLASK VAP,NEED TO INSPECT
6847,2021-08-10 01:31:41.000000,,00859681004728,CRUX FERMENT C 6/4/16 VELVE,00859681004728,THE VELVET UNDERPANTS 4-PACK 16OZ CANS,NEED TO INSPECT
6852,2021-08-10 01:22:59.000000,00853883003039,00853883003022,C2O C 12/17.5 WITH PULP,00853883003039,C2O PURE COCONUT WATER W/PULP 12/17.5OZ CAN,NEED TO INSPECT
6860,2021-08-10 01:06:11.000000,00860003205402,00860003205402,MAC & JACK C 4/6 AFRICAN,00860003205402,AFRICAN AMBER 12 OZ CAN / SIX PACK ALE,NEED TO INSPECT
6897,2021-08-10 01:02:21.000000,082000757481,082000757481,SM ICE SCREWDR 4/6PK BTL 11.2OZ,00082000757481,SMIRNOFF MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
6941,2021-08-10 01:09:21.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
6952,2021-08-10 01:03:42.000000,00860003205402,00860003205402,MAC & JACK C 4/6 AFRICAN,00860003205402,AFRICAN AMBER 12 OZ CAN / SIX PACK ALE,NEED TO INSPECT
6953,2021-08-10 01:02:55.000000,00860003205402,00860003205402,MAC & JACK C 4/6 AFRICAN,00860003205402,AFRICAN AMBER 12 OZ CAN / SIX PACK ALE,NEED TO INSPECT
6998,2021-08-10 01:07:13.000000,087692000105,087692000044,ADAMS ALPINE LAGER NR 4/6,00087692000105,SAMUEL ADAMS CARTON 4X6PK MOTHER SAMUEL ADAMS SEASONAL OVERLAY,NEED TO INSPECT
6999,2021-08-10 01:07:13.000000,087692000105,087692000044,ADAMS ALPINE LAGER NR 4/6,00087692000044,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS SEASONAL OVERLAY,NEED TO INSPECT
7035,2021-08-10 01:25:32.000000,89659900217,89659900217,CHERRY PIE P NOIR THREE VYD+14,00896599002170,CHERRY TART PINOT MONT SB SONOMA,NEED TO INSPECT
7055,2021-08-10 01:06:31.000000,00078000152104,00078000152104,C DRY CUBE C 24/12 GINGER,00078000152104,CANADA DRY GINGER ALE SODA 24/12OZ CAN,NEED TO INSPECT
7102,2021-08-10 01:05:46.000000,896599002354,,LAYER CAKE S BLANC MARLBOROUGH,00896599002354,HUNDRED ACRE FORTIFICATION,NEED TO INSPECT
7152,2021-08-10 01:20:45.000000,089826230402,089826230402,CERVEZAS DE MEXICO 2/12/12 CAN,00089826230402,BEERS OF MEXICO VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
7214,2021-08-10 01:23:04.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
7237,2021-08-10 01:06:41.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
7261,2021-08-10 01:05:07.000000,00078000032390,00078000032390,C DRY C 2/12PK ZERO GINGER LE,00078000032390,CANADA DRY LEMONADE 2/12/12OZ CANS,NEED TO INSPECT
7326,2021-08-10 01:35:55.000000,085000023778,,WINKING OWL MOSCATO(ALDI) 750.000 ML,00085000023778,BURLWOOD CELLRS WHT ZINFANDEL 750 ML,NEED TO INSPECT
7339,2021-08-10 01:38:25.000000,034100175054,034100175054,MGD F6,00034100175054,MILLER GENUINE DRAFT BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
7371,2021-08-10 01:07:08.000000,00087692000419,00087692000334,12 PK  ANGRY CRISP AP 2/12/12 OZ BT,00087692000334,ANGRY ORCHARD CARTON 12X12OZ BOTTLES ANGRY ORCHARD CRISP APPLE,NEED TO INSPECT
7462,2021-08-10 01:28:24.000000,00860003205402,00860003205402,MAC & JACK C 4/6 AFRICAN,00860003205402,AFRICAN AMBER 12 OZ CAN / SIX PACK ALE,NEED TO INSPECT
7466,2021-08-10 01:04:03.000000,00860003205402,00860003205402,MAC & JACK C 4/6 AFRICAN,00860003205402,AFRICAN AMBER 12 OZ CAN / SIX PACK ALE,NEED TO INSPECT
7520,2021-08-10 01:31:48.000000,00016571952846,00016571952822,TR ICE C 12/16 CAFF ORANGE,00016571952846,SPARKLING ICE ORANGE PASSIONFRUIT 12/16OZ CANS,NEED TO INSPECT
7529,2021-08-10 01:56:58.000000,754527009946,754527009946,NB VDR CAPTAIN DYNAMITE 4/6/12 CN,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
7537,2021-08-10 01:51:02.000000,,00850324002750,HOPWORKS C 6/4 ACE CLUB,00850324002750,IMPERIAL ROTATING LINE NEW LINE. OLD IS INVALID.,NEED TO INSPECT
7560,2021-08-10 01:53:30.000000,859518002330,00652626759949,750    DANZANTE 18 PINOT GRIGIO DOC,00859518002330,STOWAWAY INDIA PALE ALE 12PK OF 12OZ CANS,NEED TO INSPECT
7574,2021-08-10 01:57:25.000000,034100012052,034100015053,MHL 4/6 LNNR 24/12,00034100012052,MILLER HIGH LIFE BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
7575,2021-08-10 01:57:25.000000,034100012052,034100015053,MHL 4/6 LNNR 24/12,00034100015053,MILLER HIGH LIFE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
7771,2021-08-10 01:32:44.000000,00016571953393,00016571953393,TR ICE P12PACK 17PINK VARIETY,00016571953393,SPARKLING ICE VARIETY PINK PACK 12/17OZ PLASTIC BOTTLES,NEED TO INSPECT
7816,2021-08-10 01:07:45.000000,071990480455,00071990480455,KEY LT 2/15PK CANS,00071990480455,KEYSTONE LIGHT BEER 15 CT 12 OZ CAN IN BOX 180 OZ,NEED TO INSPECT
7863,2021-08-10 01:34:44.000000,034100175092,034100175092,MGD 2/12/12 BTL 4.7,00034100175092,MILLER GENUINE DRAFT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
7871,2021-08-10 01:35:09.000000,857240005100,857240005117,O CON PECAN JAMBOREE 4/6 B,00857240005117,OFFSHORE SEASONAL SIX-PACK,NEED TO INSPECT
7872,2021-08-10 01:35:09.000000,857240005100,857240005117,O CON PECAN JAMBOREE 4/6 B,00857240005100,OFFSHORE SEASONAL BOTTLE,NEED TO INSPECT
7919,2021-08-10 01:29:05.000000,00016571952846,00016571952822,TR ICE C 12/16 CAFF ORANGE,00016571952846,SPARKLING ICE ORANGE PASSIONFRUIT 12/16OZ CANS,NEED TO INSPECT
7932,2021-08-10 01:12:42.000000,,085200918744,S HOME WZIN 4PK 24C PET - CS24-187ML,00085200918744,SUTTER HM WHITE WHT ZINFANDEL 187 ML,NEED TO INSPECT
7972,2021-08-10 01:20:11.000000,00090478230047,00090478321004,JARRITOS B 24/11.16 SAN,00090478321004,SANGRIA SEÑORIAL 11.6OZ,NEED TO INSPECT
8033,2021-08-10 01:32:02.000000,00635985247449,00635985249443,MIKE BL CHRY 4/6/11.2BT,00635985249443,MIKES HARD LIMEADE MALT BEVERAGE 24 CT 12 OZ GLASS BOTTLE IN BOX 288 OZ,NEED TO INSPECT
8068,2021-08-10 01:04:52.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
8069,2021-08-10 01:04:52.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
8082,2021-08-10 01:23:18.000000,00071990095338,00071990095321,BM ICED COFFEE B24 12OZ 6P,00071990095321,BLUE MOON SEASONAL COLLECTION BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
8083,2021-08-10 01:23:18.000000,00071990095338,00071990095321,BM ICED COFFEE B24 12OZ 6P,00071990095338,BLUE MOON SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
8113,2021-08-10 01:25:29.000000,00684746400432,00684746400432,CT STRAWDAIQ 24/16OZ,00684746400432,CLUBTAILS STRAWBERRY COLADA MALT BEVERAGE 1 CT 16 OZ CAN,NEED TO INSPECT
8146,2021-08-10 01:32:57.000000,859086004088,034100573409,LITE 18 PK CANS 18/12,00859086004088,HI-WIRE LAGER MOTHERBOX,NEED TO INSPECT
8195,2021-08-10 01:31:29.000000,00078000052459,00078000052459,A&W 1L P 15/1L ROOTBE,00078000052459,A&W ROOT BEER SODA 15/1L PET,NEED TO INSPECT
8259,2021-08-10 01:57:16.000000,00078000012194,00078000012194,7-UP P4/6/16.9 REGULAR,00078000012194,7UP SODA 4/6/500 ML PLASTIC BOTTLES,NEED TO INSPECT
8300,2021-08-10 01:12:37.000000,00078000033328,00078000033328,C DRY C 2/12PK BOLD GINGERALE,00078000033328,CANADA DRY BOLD SODA 2/12/12OZ CANS,NEED TO INSPECT
8589,2021-08-10 01:34:00.000000,00018200961182,00018200189937,PLAT          4/6 NR,00018200189937,BUD LIGHT PLATINUM LAGER BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
8590,2021-08-10 01:34:00.000000,00018200961182,00018200189937,PLAT          4/6 NR,00018200961182,BUD LIGHT PLATINUM LAGER BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
8600,2021-08-10 01:22:32.000000,00754527009052,00754527009052,NB VDR IPA 15/19.2 CAN,00754527009052,NEW BELGIUM VOODOO RANGER IPA BEER 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
8618,2021-08-10 01:16:12.000000,00078000033328,00078000033328,C DRY C 2/12PK BOLD GINGERALE,00078000033328,CANADA DRY BOLD SODA 2/12/12OZ CANS,NEED TO INSPECT
8631,2021-08-10 01:28:38.000000,00016571953393,00016571953393,TR ICE P12PACK 17PINK VARIETY,00016571953393,SPARKLING ICE VARIETY PINK PACK 12/17OZ PLASTIC BOTTLES,NEED TO INSPECT
8632,2021-08-10 01:12:05.000000,,085200000982,S HOME PINK MOSCATO - CS6-1.5L,00085200000982,SUTTER HM WHITE WHT ZINFANDEL 187 ML,NEED TO INSPECT
8677,2021-08-10 01:29:32.000000,00016571953393,00016571953393,TR ICE P12PACK 17PINK VARIETY,00016571953393,SPARKLING ICE VARIETY PINK PACK 12/17OZ PLASTIC BOTTLES,NEED TO INSPECT
8678,2021-08-10 01:09:25.000000,00078000053166,00078000053166,A&W C 12PK 2/12ZERO ROOTB,00078000053166,A&W DIET ROOT BEER SODA 24/12OZ CANS,NEED TO INSPECT
8705,2021-08-10 01:10:42.000000,034100012342,034100012328,VIZZY VP1 12PK CANS,00034100012328,VIZZY HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
8745,2021-08-10 01:06:09.000000,00078000002430,00078000001143,C DRY 6PK 12OZ C 4/6 GINGER,00078000002430,CANADA DRY GINGER ALE SODA 4/6/12OZ CAN,NEED TO INSPECT
8746,2021-08-10 01:06:09.000000,00078000002430,00078000001143,C DRY 6PK 12OZ C 4/6 GINGER,00078000001143,CANADA DRY GINGER ALE SODA 4/6/12OZ PET,NEED TO INSPECT
8802,2021-08-10 01:37:28.000000,00704361121113,00704361990245,GL IRISH ALE 4/6 PK NR,00704361990245,GREAT LAKES SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
8821,2021-08-10 01:33:25.000000,080660957883,080660957876,NEGRA MODLO PK 2/12/12 BT,00080660957883,MODELO NEGRA BEER 24 CT 12 OZ GLASS BOTTLE IN BOX 288 OZ,NEED TO INSPECT
8822,2021-08-10 01:33:25.000000,080660957883,080660957876,NEGRA MODLO PK 2/12/12 BT,00080660957876,MODELO NEGRA BEER 12 CT 12 OZ GLASS BOTTLE IN BOX 144 OZ,NEED TO INSPECT
8893,2021-08-10 01:25:07.000000,034100570224,034100570231,LITE ALUM 16OZ 9PK,00034100570224,MILLER LITE BEER 18 CT 16 OZ ALUMINUM BOTTL IN BX 288 OZ,NEED TO INSPECT
8910,2021-08-10 01:09:23.000000,00087692000419,00087692000334,12 PK  ANGRY CRISP AP 2/12/12 OZ BT,00087692000334,ANGRY ORCHARD CARTON 12X12OZ BOTTLES ANGRY ORCHARD CRISP APPLE,NEED TO INSPECT
