,DISTRIBUTOR_FDC_ID,DISTRIBUTOR_FTS_ID,INVOICE_UPDATE_DATETIME,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION,GTIN,PRODUCT_DESCRIPTION,new_invoice_description
4465,12367,12367,2021-08-10 01:53:57.000000,08600378036,08600378036,MOND CHARD BUTTERY PVT SEL 750,00086003780361,R MNDVI PS BTTR CHARDONNAY 750 ML,NEED TO INSPECT
4546,14091,14091,2021-08-10 01:09:52.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800071,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
4547,14091,14091,2021-08-10 01:09:52.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800064,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
4553,30260,30260,2021-08-10 01:23:33.000000,00852587005035,00852587005035,JACK SARKA 4/6/12 CAN,00852587005035,ROMPO RED RYE ALE,NEED TO INSPECT
4585,12783,12783,2021-08-10 01:26:49.000000,08500001681,08500001681,CAMARENA TEQUILA   SILVER  LT,00085000016817,FAMILIA CMR SLV IM TEQ WHITE 1.0 LTR,NEED TO INSPECT
4663,13540,13540,2021-08-10 01:14:25.000000,080432103463,00012354081840,750    LINDEMANS 19 BIN 65 CHARDONNA,00080432103463,SEAGRAMS ESCAPES JAMAICAN ME HAPPY MALT BEVERAGE 4 CT 11 OZ LONG NECK BOTTLE CARTON 44.8 OZ,NEED TO INSPECT
4674,8552,8552,2021-08-10 01:00:33.000000,080686507208,,OLD CROW 3YR BBN 80,00080686507208,CRO BBN 3YR 1000X12 40% US GLS 7D,NEED TO INSPECT
4675,6604,6604,2021-08-10 01:13:14.000000,814891020487,814891020487,OLD NATION BOSS TWEED 6/4C/16OZ,00814891020487,BOSS TWEED DOUBLE IPA OLD NATION,NEED TO INSPECT
4691,14091,14091,2021-08-10 01:09:37.000000,00635985200246,00635985200253,MIK WHT BL CHE 4-6-12 CAN,00635985200253,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
4699,12783,12783,2021-08-10 01:01:37.000000,85606500209,85606500209,DEEP EDDY VODKA   RUBY RED  LT,00856065002097,DE SPIRITS LLC 1L BOTTLE - RR,NEED TO INSPECT
4739,14998,14998,2021-08-10 01:31:42.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
4786,17126,58412,2021-08-10 01:08:32.000000,083120000075,083120000068,OAK LEAF WH ZIN,00083120000075,FRANZIA ZINFANDEL 5 LTR+,NEED TO INSPECT
4893,14999,14999,2021-08-10 01:31:40.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
4899,14999,14999,2021-08-10 01:30:40.000000,00078000011814,00078000011814,7-UP C 12PK 2/12 ZERO,00078000011814,7UP DIET ZERO SODA 2/12/12OZ CANS ,NEED TO INSPECT
4966,5322,5322,2021-08-10 01:03:37.000000,723830100091,723830100091,LAG IPA 2/12/12 BTL,00723830100091,LAGUNITAS INDIA PALE ALE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
4972,14091,14091,2021-08-10 01:17:04.000000,00726959908876,00726959908869,BVD SS TANK 7 4-6-12 BTL,00726959908869,BOULEVARD TANK 7 FARMHOUSE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
5018,3988719,121239,2021-08-10 01:14:13.000000,018200963230,018200069918,ULTRA 24/12 2/12 CN,00018200963230,BUD LIGHT LIME BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
5040,2125,2125,2021-08-10 01:08:21.000000,034100073411,034100073411,MIB LT 30PK CAN,00034100073411,MILWAUKEES BEST LIGHT BEER 30 CT 12 OZ CAN IN BOX 360 OZ,NEED TO INSPECT
5326,7146,7146,2021-08-10 01:54:14.000000,858770002447,858770002447,OMB COPPER 4/6/12 BTL,00858770002447,THE OLDE MECKLENBURG BREWERY COPPER ALTBIER - 6-12OZ PACK,NEED TO INSPECT
5335,104607,104607,2021-08-10 01:48:09.000000,00034100008703,00034100008703,ALLOY STRWBRY 6/4/16 CN,00034100008703,STEEL RESERVE 211 ALLOY SERIES SPIKED STRAWBERRY BURST MALT BEVERAGE 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
5498,39570,39570,2021-08-10 01:38:17.000000,00859891003221,00859891003320,DE MIX TAPE 2/12/12 CN,00859891003320,IPA SAMPLER 12 PACK OF OZ CANS,NEED TO INSPECT
5499,39570,39570,2021-08-10 01:38:17.000000,00859891003221,00859891003320,DE MIX TAPE 2/12/12 CN,00859891003221,DEEP ELLUM MOTHER CARTON,NEED TO INSPECT
5512,3076686,113899,2021-08-10 01:28:47.000000,610764251299,168930,16OZ CN BANG RNBW UCRN 1/12,00610764251299,VPX BANG RTD 16 OZ UNICORN RAINBOW,NEED TO INSPECT
5515,8489,8489,2021-08-10 01:07:22.000000,012000809972,,12OZ CN DT MDEW 12/2FM,00012000809972,MOUNTAIN DEW SODA 2/12/12OZ CAN,NEED TO INSPECT
5569,7050,7050,2021-08-10 01:07:38.000000,88586000768,,CSM P GRIS COLUMBIA VLY,00088586000768,CHATEAU STE MICHELLE PINOT GRIS 12/750ML,NEED TO INSPECT
5578,64641,64641,2021-08-10 01:12:19.000000,88586603846,,CSM CHARD COLUMBIA VLY,00088586603843,CHATEAU STE MICHELLE CHARDONNAY 12/750ML,NEED TO INSPECT
5635,14998,14998,2021-08-10 01:07:06.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
5705,17330,17330,2021-08-10 01:25:34.000000,,858478005160,SOLDIER VALLEY VODKA (1.75L),00858478005160,1.75 VODKA INDIVIDUAL GLASS,NEED TO INSPECT
5729,14998,14998,2021-08-10 01:05:47.000000,00078000011814,00078000011814,7-UP C 12PK 2/12 ZERO,00078000011814,7UP DIET ZERO SODA 2/12/12OZ CANS ,NEED TO INSPECT
5795,14999,14999,2021-08-10 01:31:42.000000,10859681004787,00859681004780,CRUX FERMENT C 4/6 SOLAR SA,10859681004787,SOLAR SAILOR IPA FOUR 6-PACKS 12OZ CANS TRAY,NEED TO INSPECT
5801,14999,14999,2021-08-10 01:06:29.000000,00078000052459,00078000052459,A&W 1L P 15/1L ROOTBE,00078000052459,A&W ROOT BEER SODA 15/1L PET,NEED TO INSPECT
5974,6218027,144834,2021-08-10 01:21:58.000000,00611269917475,00611269818994,RB 12Z SINGLES,00611269917475,RED BULL - BEVERAGE ENERGY DRINK 12OZ TRAY,NEED TO INSPECT
5980,6218027,144834,2021-08-10 01:22:28.000000,00611269423754,00611269716467,SF RB 12Z SINGLES,00611269423754,RED BULL - BEVERAGE SUGARFREE 12OZ TRAY,NEED TO INSPECT
6000,68059,68059,2021-08-10 01:00:09.000000,00611269283112,00611269283105,RB PEACH 12Z SINGLES,00611269283112,RED BULL - BEVERAGE PEACH EDITION 12OZ TRAY,NEED TO INSPECT
6001,3076686,113899,2021-08-10 01:15:57.000000,818094002080,123179,16OZ CN RKSTR RECVRY 1/24,00818094002080,ROCKSTAR ENERGY RECOVERY LEMONADE 24/16OZ CAN,NEED TO INSPECT
6053,68061,68061,2021-08-10 01:21:52.000000,00611269917475,00611269818994,RB 12Z SINGLES,00611269917475,RED BULL - BEVERAGE ENERGY DRINK 12OZ TRAY,NEED TO INSPECT
6096,12783,12783,2021-08-10 01:19:00.000000,18158500007,18158500007,CASE   RAHR UGLY PUG   CANS  12 OZ,00181585000071,RAHR & SONS BREWING CO. UGLY PUG 6-PACK,NEED TO INSPECT
6113,12367,12367,2021-08-10 01:34:12.000000,08600378021,08600378021,MOND CAB BBN BRL AGED PVT SEL,00086003780217,R MNDVI PVT SEL CABERNET SAUV 750 ML,NEED TO INSPECT
6138,6214126,8231,2021-08-10 01:34:44.000000,034100015091,034100015091,MHL 2/12 LNNR 24/12,00034100015091,MILLER HIGH LIFE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
6165,17251,17251,2021-08-10 01:28:14.000000,018200283147,001820020011,MUL 3/8/16 ALNR,00018200283147,MICHELOB ULTRA BEER 8 CT 16 OZ ALUMINUM BOTTLE IN CARTON 128 OZ,NEED TO INSPECT
6231,15431,15431,2021-08-10 01:15:16.000000,085000025066,085000025062,BAREFOOT SANGRIA 6/1.5LT,00085000025062,TURNING LEAF WHT ZINFANDEL 750 ML,NEED TO INSPECT
6242,8405,8405,2021-08-10 01:29:47.000000,00082000778219,00082000723851,SM ICE 4/6/12 BT,00082000723851,SMIRNOFF ICE MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
6256,220,220,2021-08-10 01:23:01.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
6307,14999,14999,2021-08-10 01:35:18.000000,00856727004124,00856727004124,WORTHY BREWING C 4/6 AM IPA,00856727004124,IPA WORTHY 12 OZ CAN,NEED TO INSPECT
6327,14999,14999,2021-08-10 01:06:10.000000,00078000011814,00078000011814,7-UP C 12PK 2/12 ZERO,00078000011814,7UP DIET ZERO SODA 2/12/12OZ CANS ,NEED TO INSPECT
6338,14999,14999,2021-08-10 01:12:36.000000,00078000033328,00078000033328,C DRY C 2/12PK BOLD GINGERALE,00078000033328,CANADA DRY BOLD SODA 2/12/12OZ CANS,NEED TO INSPECT
6367,18112,18112,2021-08-10 01:34:54.000000,00853897002547,00853897002271,SPIKED BON V!V 2/12C CORE VAR,00853897002271,BON & VIV SPIKED SELTZER SAMPLER 2/12/12OZ CANS,NEED TO INSPECT
6368,18112,18112,2021-08-10 01:34:54.000000,00853897002547,00853897002271,SPIKED BON V!V 2/12C CORE VAR,00853897002547,BON & VIV SPIKED SELTZER CLASSIC VARIETY 2/12/12OZ SLEEK CAN,NEED TO INSPECT
6394,57,57,2021-08-10 01:37:36.000000,00704361021116,00704361200245,GL ED FITZ 4/6 PK NR,00704361021116,GREAT LAKES EDMUND FITZGERALD PORTER 4/6/12OZ BOTTLES,NEED TO INSPECT
6417,15506,15506,2021-08-10 01:37:02.000000,819578011222,00819578011222,TWO ROAD 4/6C ROAD RUIN ROAD 2 RUIN,00819578011222,ROAD 2 RUIN DOUBLE IPA 6-PACK WRAP - 6/12 OUNCE CANS,NEED TO INSPECT
6418,28584,28584,2021-08-10 01:35:55.000000,085000023778,,WINKING OWL MOSCATO(ALDI) 750.000 ML,00085000023778,BURLWOOD CELLRS WHT ZINFANDEL 750 ML,NEED TO INSPECT
6445,8720,8720,2021-08-10 01:01:29.000000,034100522094,034100522094,6/4/16CN 8% STEEL RESERVE SPIKED TWISTED MYSTERY,00034100522094,STEEL RESERVE 211 ALLOY SERIES BLK BERRY MALT BEVERAGE 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
6470,12783,12783,2021-08-10 01:24:18.000000,85601100405,85601100405,OLE SMOKY MOONSHINE   BLACKBERRY 6/CS  750ML,856011004052,OLE SMOKY TENNESSEE MOONSHINE BLACKBERRY 750ML,NEED TO INSPECT
6482,14091,14091,2021-08-10 01:22:08.000000,00726959905806,00726959901303,BVD IRISH ALE 4-6-12 BTL,00726959901303,BOULEVARD KC ORIGINALS BEER 6 CT 12 OZ LONG NECK BTL IN BOX 72 OZ,NEED TO INSPECT
6493,8,8,2021-08-10 01:21:37.000000,00866419000082,00866419000082,CT UNHOLY 4/6/12 CAN,00866419000082,UNHOLY TRIPPEL - 6PK CASE BELGO-AMERICAN STYLE,NEED TO INSPECT
6531,28849,28849,2021-08-10 01:04:37.000000,00857892001017,857892001017,ARBOR BRW TILTED EARTH WINTER 4/6PK 12OZ CAN,00857892001017,ROTATING IPA CAN 6PK CARRIER,NEED TO INSPECT
6539,20,20,2021-08-10 01:07:38.000000,00070310700570,00080432802656,SEAG WLDBERRY 24/11.2OZ NR,00080432802656,SEAGRAMS ESCAPES WILD BERRIES MALT BEVERAGE 1 CT 11 OZ LONG NECK BOTTLE 11.2 OZ,NEED TO INSPECT
6665,15438,15438,2021-08-10 01:02:16.000000,00018200961199,00018200189920,BL PLAT       2/12 LNNR %,00018200189920,BUD LIGHT PLATINUM LAGER BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
6666,15438,15438,2021-08-10 01:02:16.000000,00018200961199,00018200189920,BL PLAT       2/12 LNNR %,00018200961199,BUD LIGHT PLATINUM LAGER BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
6869,9318,9318,2021-08-10 01:50:39.000000,859088003348,859088003348,BRH APPLE CIDER 4/6/12BTL,00859088003348,BOLD ROCK/(HARD CIDER) CAROLINA APPLE,NEED TO INSPECT
6932,10198,10198,2021-08-10 01:55:10.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
6985,14998,14998,2021-08-10 01:54:50.000000,00016571953393,00016571953393,TR ICE P12PACK 17PINK VARIETY,00016571953393,SPARKLING ICE VARIETY PINK PACK 12/17OZ PLASTIC BOTTLES,NEED TO INSPECT
7034,16832,16832,2021-08-10 01:05:52.000000,00786243119920,00786243119906,F/D RAGING IPA 12 OZ NR 4/6,00786243119906,FLYING DOG RAGING BITCH BELGIAN STYLE IPA BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
7035,16832,16832,2021-08-10 01:05:52.000000,00786243119920,00786243119906,F/D RAGING IPA 12 OZ NR 4/6,00786243119920,FLYING DOG RAGING BITCH BELGIAN-STYLE IPA 4/6/12OZ BOTTLE,NEED TO INSPECT
7050,10000,10000,2021-08-10 01:36:52.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
7051,10000,10000,2021-08-10 01:36:52.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
7120,3076686,113899,2021-08-10 01:12:41.000000,818094005807,197261,16OZ CN RKSTR PRZR SLVIC 1/12,00818094005807,ROCKSTAR ENERGY PURE ZERO SILVER 12/16OZ CAN,NEED TO INSPECT
7122,10602,10602,2021-08-10 01:22:59.000000,00611269917475,00611269818994,RB 12Z SINGLES,00611269917475,RED BULL - BEVERAGE ENERGY DRINK 12OZ TRAY,NEED TO INSPECT
7287,68059,68059,2021-08-10 01:25:03.000000,00611269423754,00611269716467,SF RB 12Z SINGLES,00611269423754,RED BULL - BEVERAGE SUGARFREE 12OZ TRAY,NEED TO INSPECT
7358,14998,14998,2021-08-10 01:16:10.000000,00840166600023,00840166600016,BALLAST POINT B 4/6 SCULPIN,00840166600016,SCULPIN IPA 12OZ BOTTLE - 6 PACK,NEED TO INSPECT
7359,14998,14998,2021-08-10 01:16:10.000000,00840166600023,00840166600016,BALLAST POINT B 4/6 SCULPIN,00840166600023,SCULPIN IPA 12OZ BOTTLE - MASTER CARTON,NEED TO INSPECT
7410,16832,16832,2021-08-10 01:50:49.000000,631234332140,631234332126,SWEETW G13 12 OZ NR 4/6,00631234332140,SWEETWATER 420 STRAIN G13 IPA 4/6/12OZ BOTTLES,NEED TO INSPECT
7449,13456,13456,2021-08-10 01:52:10.000000,00859518002606,00859518002606,BAXTER LOGGER 2/12/12CN,00859518002606,LOGGER ROAD 12PK LAGER 12OZ,NEED TO INSPECT
7516,14998,14998,2021-08-10 01:44:37.000000,00813694023671,00813694023640,BAI P 12/18 STRAW LEMONADE,00813694023640,BAI FLAVORED WATER STRAWBERRY LEMON SAO PAULO 12/18OZ PET,NEED TO INSPECT
7545,12367,12367,2021-08-10 01:54:33.000000,08600378024,086003780248,MOND CHARD BBN BRL AGE PVT SEL,00086003780248,R MNDVI PS BRBN CHARDONNAY 750 ML,NEED TO INSPECT
7572,30260,30260,2021-08-10 01:54:16.000000,852587005080,852587005080,JACK BEARWALK 4/6/12 CAN,00852587005080,BEARWALKER MAPLE BROWN ALE,NEED TO INSPECT
7660,541,541,2021-08-10 01:41:10.000000,00087692006572,00087692006862,SA TRULY BERR VAR 2/12C,00087692006572,TRULY TRAY 2X12PK SKINNY CAN TRULY COLIMA LIME,NEED TO INSPECT
7756,10602,10602,2021-08-10 01:21:25.000000,00611269423754,00611269716467,SF RB 12Z SINGLES,00611269423754,RED BULL - BEVERAGE SUGARFREE 12OZ TRAY,NEED TO INSPECT
7820,28849,28849,2021-08-10 01:13:01.000000,00034100570231,034100570231,LITE ALUM PINT 2/9PK   16OZ,00034100570231,MILLER LITE BEER 9 CT 16 OZ ALUMINUM BOTTL IN BX 144 OZ,NEED TO INSPECT
7821,196,196,2021-08-10 01:01:59.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
7980,455,455,2021-08-10 01:49:36.000000,00034100570224,00034100570231,LITE 9PK ALM 16OZ,00034100570224,MILLER LITE BEER 18 CT 16 OZ ALUMINUM BOTTL IN BX 288 OZ,NEED TO INSPECT
7981,6685,6685,2021-08-10 01:55:06.000000,034100012342,034100012328,VIZZY VP1 12PK CANS,00034100012328,VIZZY HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
8010,111051,111051,2021-08-10 01:45:37.000000,00855417003188,00850598008434,KAR IPA 2/12 CAN 24/12,00850598008434,IPA VARIETY PACK 12,NEED TO INSPECT
8059,13017,13017,2021-08-10 01:53:22.000000,00856655003282,00856655003282,DB VAR HOP PAK 2/12 LNNR 12OZ,00856655003282,VARIETY 12-12OZ GLASS BOTTLES,NEED TO INSPECT
8146,7086,7086,2021-08-10 01:42:37.000000,860000235174,860000235150,ORPHEUS OVER AND OVER AND OVER 6/4/16Z CN,00860000235150,LUSTRAL ORPHEUS BREWING,NEED TO INSPECT
8150,6213194,5942,2021-08-10 01:45:31.000000,00857845003044,00857845003044,STA STOUT@THE DEVIL 4/6/12 CANS,00857845003044,LILY FLAGG MILK STOUT 6 PACK,NEED TO INSPECT
8236,14999,14999,2021-08-10 01:06:05.000000,00078000053166,00078000053166,A&W C 12PK 2/12ZERO ROOTB,00078000053166,A&W DIET ROOT BEER SODA 24/12OZ CANS,NEED TO INSPECT
8286,14998,14998,2021-08-10 01:30:46.000000,00078000032390,00078000032390,C DRY C 2/12PK ZERO GINGER LE,00078000032390,CANADA DRY LEMONADE 2/12/12OZ CANS,NEED TO INSPECT
8336,13456,13456,2021-08-10 01:35:30.000000,00635985240013,00635985100621,MIKE LEM 4/6/11.2BT,00635985240013,MIKES HARD LEMONADE MALT BEVERAGE 24 CT 11 OZ GLASS BOTTLE IN BOX 268.8 OZ,NEED TO INSPECT
8337,13456,13456,2021-08-10 01:35:30.000000,00635985240013,00635985100621,MIKE LEM 4/6/11.2BT,00635985100621,MIKES HARD LEMONADE MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
8385,3824,3824,2021-08-10 01:08:38.000000,868123000112,868123000112,ABB WOODY 4/6CAN,00868123000112,WOODY WHEAT 12OZ 6 PACK,NEED TO INSPECT
8392,28849,28849,2021-08-10 01:13:00.000000,00034100570231,034100570231,LITE ALUM PINT 2/9PK   16OZ,00034100570231,MILLER LITE BEER 9 CT 16 OZ ALUMINUM BOTTL IN BX 144 OZ,NEED TO INSPECT
8406,518,518,2021-08-10 01:14:47.000000,00082488127509,00082488127004,BECK'S NA 4/6/12 LNNR,00082488127509,HAAKE BECK NA MALT BEVERAGE 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
8407,518,518,2021-08-10 01:14:47.000000,00082488127509,00082488127004,BECK'S NA 4/6/12 LNNR,00082488127004,HAAKE BECK NA MALT BEVERAGE 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
8458,57987,57987,2021-08-10 01:25:04.000000,00611269546248,00611269546026,SF RB 20Z,00611269546248,RED BULL - BEVERAGE SUGARFREE 16OZ TRAY,NEED TO INSPECT
8459,57987,57987,2021-08-10 01:25:04.000000,00611269546248,00611269546026,SF RB 20Z,00611269546026,RED BULL - BEVERAGE SUGARFREE 16OZ EACH,NEED TO INSPECT
8481,12800,12800,2021-08-10 01:09:33.000000,,085200918751,S HOME MOSCATO 4PK 24C PET - CS24-187ML,00085200918751,SUTTER MH MSCTO DM MSCTL/MSCT 187 ML,NEED TO INSPECT
8500,14999,14999,2021-08-10 01:34:13.000000,00856727004124,00856727004124,WORTHY BREWING C 4/6 AM IPA,00856727004124,IPA WORTHY 12 OZ CAN,NEED TO INSPECT
8517,12367,12367,2021-08-10 01:54:47.000000,08858660183,08858660183,CSM CAB 750ML,00088586601835,CHATEAU STE MICHELLE CABERNET SAUVIGNON COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
8528,28584,28584,2021-08-10 01:50:34.000000,085000025031,,CARLO ROSSI PINK MOSCATO SANGRIA 750.000 ML,00085000025031,C ROSSI SOFT WH TABLE OTHER 750 ML,NEED TO INSPECT
8538,467,467,2021-08-10 01:53:32.000000,08066095615,08066095615,2/12/12NR CORONA,00080660956152,CORONA EXTRA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
8586,467,467,2021-08-10 01:53:28.000000,080660956152,080660956152,2/12/12NR CORONA,00080660956152,CORONA EXTRA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
8592,13456,13456,2021-08-10 01:56:47.000000,00084704091120,00084704091472,750    KORBEL EX DRY,00084704091472,KORBEL SPARKLING CALIFORNIA EXTRA DRY CHAMPAGNE 12/750ML,NEED TO INSPECT
8905,6684,6684,2021-08-10 01:02:29.000000,,00078000001624,DIET 7 UP PET 24/20,00078000001624,7UP DIET ZERO SUGAR SODA 24/20OZ PET,NEED TO INSPECT
8912,68061,68061,2021-08-10 01:22:54.000000,00611269991246,00611269991000,RB 8.4Z SINGLE,00611269991246,RED BULL - BEVERAGE ENERGY DRINK 8.4OZ TRAY,NEED TO INSPECT
8920,14999,14999,2021-08-10 01:05:47.000000,00078000052459,00078000052459,A&W 1L P 15/1L ROOTBE,00078000052459,A&W ROOT BEER SODA 15/1L PET,NEED TO INSPECT
8925,241,241,2021-08-10 01:54:37.000000,00034100175092,00034100175092,MGD 2/12/12 LNNR,00034100175092,MILLER GENUINE DRAFT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
8940,27,27,2021-08-10 01:40:35.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
8965,27,27,2021-08-10 01:40:32.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
9017,12367,12367,2021-08-10 01:56:20.000000,08858662184,08858662184,CSM JO RIES 750ML,00088586621840,CHATEAU STE MICHELLE RIESLING VINTAGE SELECT COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
9059,13017,13017,2021-08-10 01:51:10.000000,00857240005117,00857240005117,OC OS ANGLER 4/6 LNNR 12OZ,00857240005117,OFFSHORE SEASONAL SIX-PACK,NEED TO INSPECT
9067,9,9,2021-08-10 01:58:03.000000,00631234421240,00631234421134,SW IPA        2-12/12 CAN,00631234421134,SWEETWATER INDIA PALE ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
9076,9,9,2021-08-10 01:56:13.000000,00631234421240,00631234421134,SW IPA        2-12/12 CAN,00631234421134,SWEETWATER INDIA PALE ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
9119,39570,39570,2021-08-10 01:43:30.000000,00630832424646,00630832123044,RA AXIS IPA 4/6/12 CN,00630832424646,REAL ALE RABC TRAY,NEED TO INSPECT
9274,7432,7432,2021-08-10 01:34:04.000000,,00855385007034,REF JOGR 4/6/12C,00855385007034,REFORMATION ADVENTURE ROTATING SEASONAL PRODUCT 12OZ CAN OF BEER SCOUT ETC,NEED TO INSPECT
9318,1250,1250,2021-08-10 01:03:06.000000,00018200958847,00018200008559,RITA STRAW 6/4/16TT STRAW,00018200008559,BUD LIGHT LIME STRAW BER RITA MALT BEVERAGE 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
9366,13540,13540,2021-08-10 01:17:32.000000,071990170523,00086003002692,750    MOND PRIV SEL 19 PINOT GRIGIO,00071990170523,BLUE MOON BELGIAN WHITE WHEAT ALE BEER 15 CT 12 OZ CAN IN BOX 180 OZ,NEED TO INSPECT
9368,13540,13540,2021-08-10 01:26:56.000000,00635985257257,00635985060741,MIKE POMEGRNT BLUEBRRY 6P BT,00635985060741,MIKES HARD SEASONAL MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
9369,13540,13540,2021-08-10 01:26:56.000000,00635985257257,00635985060741,MIKE POMEGRNT BLUEBRRY 6P BT,00635985257257,MIKES HARD SEASONAL MALT BEVERAGE 24 CT 11 OZ GLASS BOTTLE IN BOX 268.8 OZ,NEED TO INSPECT
9371,13540,13540,2021-08-10 01:23:40.000000,071990170523,00033293003007,750    FREIXENET NV CORDON NEGRO BRU,00071990170523,BLUE MOON BELGIAN WHITE WHEAT ALE BEER 15 CT 12 OZ CAN IN BOX 180 OZ,NEED TO INSPECT
9372,467,467,2021-08-10 01:03:12.000000,022100001701,022100001701,2/12/12CN PABST,00022100001701,PABST BLUE RIBBON BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
9378,27,27,2021-08-10 01:19:29.000000,00754527010706,00754527010706,NB V VD HOPPY C24 12OZ 12P,00754527010706,NEW BELGIUM VOODOO RANGER HOPPY PACK VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
9398,10042,10042,2021-08-10 01:02:20.000000,00855623002159,00855623002159,IRON HORSE IRISH 4/6,00855623002159,IRISH DEATH 12OZ 6-PACK QUILTERS 6 PACK CANS,NEED TO INSPECT
9454,44218,44218,2021-08-10 01:28:15.000000,00856338004148,00856338004131,BT MIX PACK VP 2/12/12 CAN,00856338004148,CASE FLAT FOR BEER VARIETY PACK (TWO 12-PACKS),NEED TO INSPECT
9467,44218,44218,2021-08-10 01:26:17.000000,00754527010249,00754527010249,NB MTN TIME 2/12/12 CAN,00754527010249,NEW BELGIUM MOUNTAIN TIME PREMIUM LAGER BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
